Code,Artikel,Size
C-AU-WPM-10.0,AUTHENTIC WOVEN PLAID MARSMELLOW,EUR 43 // US 10
C-AU-WPM-10.5,AUTHENTIC WOVEN PLAID MARSMELLOW,EUR 44 // US 10.5
C-AU-WPM-11.0,AUTHENTIC WOVEN PLAID MARSMELLOW,EUR 44.5 // US 11
C-AU-WPM-11.5,AUTHENTIC WOVEN PLAID MARSMELLOW,EUR 45 // US 11.5
C-AU-WPM-12.0,AUTHENTIC WOVEN PLAID MARSMELLOW,EUR 46 // US 12
C-AU-WPR-4.0,AUTHENTIC WOVEN PLAID RAINBOW,EUR 35 // US 4
C-AU-WPR-4.5,AUTHENTIC WOVEN PLAID RAINBOW,EUR 36 // US 4.5
C-AU-WPR-5.0,AUTHENTIC WOVEN PLAID RAINBOW,EUR 36.5 // US 5
C-AU-WPR-5.5,AUTHENTIC WOVEN PLAID RAINBOW,EUR 37 // US 5.5
C-AU-WPR-6.0,AUTHENTIC WOVEN PLAID RAINBOW,EUR 38 // US 6
C-AU-WPR-6.5,AUTHENTIC WOVEN PLAID RAINBOW,EUR 38.5 // US 6.5
C-AU-WPR-7.0,AUTHENTIC WOVEN PLAID RAINBOW,EUR 39 // US 7
C-AU-WPR-7.5,AUTHENTIC WOVEN PLAID RAINBOW,EUR 40 // US 7.5
C-AU-WPR-8.0,AUTHENTIC WOVEN PLAID RAINBOW,EUR 40.5 // US 8
C-AU-WPR-8.5,AUTHENTIC WOVEN PLAID RAINBOW,EUR 41 // US 8.5
C-AU-WPR-9.0,AUTHENTIC WOVEN PLAID RAINBOW,EUR 42 // US 9
C-AU-WPR-9.5,AUTHENTIC WOVEN PLAID RAINBOW,EUR 42.5 // US 9.5
C-AU-WPR-10.0,AUTHENTIC WOVEN PLAID RAINBOW,EUR 43 // US 10
C-AU-WPR-10.5,AUTHENTIC WOVEN PLAID RAINBOW,EUR 44 // US 10.5
C-AU-WPR-11.0,AUTHENTIC WOVEN PLAID RAINBOW,EUR 44.5 // US 11
C-AU-WPR-11.5,AUTHENTIC WOVEN PLAID RAINBOW,EUR 45 // US 11.5
C-AU-WPR-12.0,AUTHENTIC WOVEN PLAID RAINBOW,EUR 46 // US 12
C-AU-YH-4.0,AUTHENTIC YUSUKE HANAI,EUR 35 // US 4
C-AU-YH-4.5,AUTHENTIC YUSUKE HANAI,EUR 36 // US 4.5
C-AU-YH-5.0,AUTHENTIC YUSUKE HANAI,EUR 36.5 // US 5
C-AU-YH-5.5,AUTHENTIC YUSUKE HANAI,EUR 37 // US 5.5
C-AU-YH-6.0,AUTHENTIC YUSUKE HANAI,EUR 38 // US 6
C-AU-YH-6.5,AUTHENTIC YUSUKE HANAI,EUR 38.5 // US 6.5
C-AU-YH-7.0,AUTHENTIC YUSUKE HANAI,EUR 39 // US 7
C-AU-YH-7.5,AUTHENTIC YUSUKE HANAI,EUR 40 // US 7.5
C-AU-YH-8.0,AUTHENTIC YUSUKE HANAI,EUR 40.5 // US 8
C-AU-YH-8.5,AUTHENTIC YUSUKE HANAI,EUR 41 // US 8.5
C-AU-YH-9.0,AUTHENTIC YUSUKE HANAI,EUR 42 // US 9
C-AU-YH-9.5,AUTHENTIC YUSUKE HANAI,EUR 42.5 // US 9.5
C-AU-YH-10.0,AUTHENTIC YUSUKE HANAI,EUR 43 // US 10
C-AU-YH-10.5,AUTHENTIC YUSUKE HANAI,EUR 44 // US 10.5
C-AU-YH-11.0,AUTHENTIC YUSUKE HANAI,EUR 44.5 // US 11
C-AU-YH-11.5,AUTHENTIC YUSUKE HANAI,EUR 45 // US 11.5
C-AU-YH-12.0,AUTHENTIC YUSUKE HANAI,EUR 46 // US 12
J-DC-BW-4H,DAILY COURT BLACK WHITE JAPAN,EUR 35 // US 4H
J-DC-BW-5,DAILY COURT BLACK WHITE JAPAN,EUR 36 // US 5
J-DC-BW-5H,DAILY COURT BLACK WHITE JAPAN,EUR 37 // US 5H
J-DC-BW-6,DAILY COURT BLACK WHITE JAPAN,EUR 38 // US 6
J-DC-BW-6H,DAILY COURT BLACK WHITE JAPAN,EUR 39 // US 6H
J-DC-BW-7,DAILY COURT BLACK WHITE JAPAN,EUR 40 // US 7
J-DC-BW-7H,DAILY COURT BLACK WHITE JAPAN,EUR 40.5 // US 7H
J-DC-BW-8,DAILY COURT BLACK WHITE JAPAN,EUR 41 // US 8
J-DC-BW-8H,DAILY COURT BLACK WHITE JAPAN,EUR 42 // US 8H
J-DC-BW-9,DAILY COURT BLACK WHITE JAPAN,EUR 42.5 // US 9
J-DC-BW-9H,DAILY COURT BLACK WHITE JAPAN,EUR 43 // US 9H
J-DC-BW-10,DAILY COURT BLACK WHITE JAPAN,EUR 44 // US 10
J-DC-BW-10H,DAILY COURT BLACK WHITE JAPAN,EUR 44.5 // US 10H
J-DC-BW-11,DAILY COURT BLACK WHITE JAPAN,EUR 45 // US 11
J-DC-BW-11H,DAILY COURT BLACK WHITE JAPAN,EUR 46 // US 11H
J-DC-BW-12,DAILY COURT BLACK WHITE JAPAN,EUR 47 // US 12
J-DC-WB-4H,DAILY COURT WHITE BLACK JAPAN,EUR 35 // US 4H
J-DC-WB-5,DAILY COURT WHITE BLACK JAPAN,EUR 36 // US 5
J-DC-WB-5H,DAILY COURT WHITE BLACK JAPAN,EUR 37 // US 5H
J-DC-WB-6,DAILY COURT WHITE BLACK JAPAN,EUR 38 // US 6
J-DC-WB-6H,DAILY COURT WHITE BLACK JAPAN,EUR 39 // US 6H
J-DC-WB-7,DAILY COURT WHITE BLACK JAPAN,EUR 40 // US 7
J-DC-WB-7H,DAILY COURT WHITE BLACK JAPAN,EUR 40.5 // US 7H
J-DC-WB-8,DAILY COURT WHITE BLACK JAPAN,EUR 41 // US 8
J-DC-WB-8H,DAILY COURT WHITE BLACK JAPAN,EUR 42 // US 8H
J-DC-WB-9,DAILY COURT WHITE BLACK JAPAN,EUR 42.5 // US 9
J-DC-WB-9H,DAILY COURT WHITE BLACK JAPAN,EUR 43 // US 9H
J-DC-WB-10,DAILY COURT WHITE BLACK JAPAN,EUR 44 // US 10
J-DC-WB-10H,DAILY COURT WHITE BLACK JAPAN,EUR 44.5 // US 10H
J-DC-WB-11,DAILY COURT WHITE BLACK JAPAN,EUR 45 // US 11
J-DC-WB-11H,DAILY COURT WHITE BLACK JAPAN,EUR 46 // US 11H
J-DC-WB-12,DAILY COURT WHITE BLACK JAPAN,EUR 47 // US 12
C-E-BW-4.0,ERA BLACK WHITE,EUR 35 // US 4
C-E-BW-4.5,ERA BLACK WHITE,EUR 36 // US 4.5
C-E-BW-5.0,ERA BLACK WHITE,EUR 36.5 // US 5
C-E-BW-5.5,ERA BLACK WHITE,EUR 37 // US 5.5
C-E-BW-6.0,ERA BLACK WHITE,EUR 38 // US 6
C-E-BW-6.5,ERA BLACK WHITE,EUR 38.5 // US 6.5
C-E-BW-7.0,ERA BLACK WHITE,EUR 39 // US 7
C-E-BW-7.5,ERA BLACK WHITE,EUR 40 // US 7.5
C-E-BW-8.0,ERA BLACK WHITE,EUR 40.5 // US 8
C-E-BW-8.5,ERA BLACK WHITE,EUR 41 // US 8.5
C-E-BW-9.0,ERA BLACK WHITE,EUR 42 // US 9
C-E-BW-9.5,ERA BLACK WHITE,EUR 42.5 // US 9.5
C-E-BW-10.0,ERA BLACK WHITE,EUR 43 // US 10
C-E-BW-10.5,ERA BLACK WHITE,EUR 44 // US 10.5
C-E-BW-11.0,ERA BLACK WHITE,EUR 44.5 // US 11
C-E-BW-11.5,ERA BLACK WHITE,EUR 45 // US 11.5
C-E-BW-12.0,ERA BLACK WHITE,EUR 46 // US 12
J-E-BW-4H,ERA BLACK WHITE JAPAN,EUR 35 // US 4H
J-E-BW-5,ERA BLACK WHITE JAPAN,EUR 36 // US 5
J-E-BW-5H,ERA BLACK WHITE JAPAN,EUR 37 // US 5H
J-E-BW-6,ERA BLACK WHITE JAPAN,EUR 38 // US 6
J-E-BW-6H,ERA BLACK WHITE JAPAN,EUR 39 // US 6H
J-E-BW-7,ERA BLACK WHITE JAPAN,EUR 40 // US 7
J-E-BW-7H,ERA BLACK WHITE JAPAN,EUR 40.5 // US 7H
J-E-BW-8,ERA BLACK WHITE JAPAN,EUR 41 // US 8
J-E-BW-8H,ERA BLACK WHITE JAPAN,EUR 42 // US 8H
J-E-BW-9,ERA BLACK WHITE JAPAN,EUR 42.5 // US 9
J-E-BW-9H,ERA BLACK WHITE JAPAN,EUR 43 // US 9H
J-E-BW-10,ERA BLACK WHITE JAPAN,EUR 44 // US 10
J-E-BW-10H,ERA BLACK WHITE JAPAN,EUR 44.5 // US 10H
J-E-BW-11,ERA BLACK WHITE JAPAN,EUR 45 // US 11
J-E-BW-11H,ERA BLACK WHITE JAPAN,EUR 46 // US 11H
J-E-BW-12,ERA BLACK WHITE JAPAN,EUR 47 // US 12
C-E-PBW-4.0,ERA CRAFT PODIUM BLACK WHITE,EUR 35 // US 4
C-E-PBW-4.5,ERA CRAFT PODIUM BLACK WHITE,EUR 36 // US 4.5
C-E-PBW-5.0,ERA CRAFT PODIUM BLACK WHITE,EUR 36.5 // US 5
C-E-PBW-5.5,ERA CRAFT PODIUM BLACK WHITE,EUR 37 // US 5.5
C-E-PBW-6.0,ERA CRAFT PODIUM BLACK WHITE,EUR 38 // US 6
C-E-PBW-6.5,ERA CRAFT PODIUM BLACK WHITE,EUR 38.5 // US 6.5
C-E-PBW-7.0,ERA CRAFT PODIUM BLACK WHITE,EUR 39 // US 7
C-E-PBW-7.5,ERA CRAFT PODIUM BLACK WHITE,EUR 40 // US 7.5
C-E-PBW-8.0,ERA CRAFT PODIUM BLACK WHITE,EUR 40.5 // US 8
C-E-PBW-8.5,ERA CRAFT PODIUM BLACK WHITE,EUR 41 // US 8.5
C-E-PBW-9.0,ERA CRAFT PODIUM BLACK WHITE,EUR 42 // US 9
C-E-PBW-9.5,ERA CRAFT PODIUM BLACK WHITE,EUR 42.5 // US 9.5
C-E-PBW-10.0,ERA CRAFT PODIUM BLACK WHITE,EUR 43 // US 10
C-E-PBW-10.5,ERA CRAFT PODIUM BLACK WHITE,EUR 44 // US 10.5
C-E-PBW-11.0,ERA CRAFT PODIUM BLACK WHITE,EUR 44.5 // US 11
C-E-PBW-11.5,ERA CRAFT PODIUM BLACK WHITE,EUR 45 // US 11.5
C-E-PBW-12.0,ERA CRAFT PODIUM BLACK WHITE,EUR 46 // US 12
C-E-FBW-4.0,ERA FLAME BLACK WHITE,EUR 35 // US 4
C-E-FBW-4.5,ERA FLAME BLACK WHITE,EUR 36 // US 4.5
C-E-FBW-5.0,ERA FLAME BLACK WHITE,EUR 36.5 // US 5
C-E-FBW-5.5,ERA FLAME BLACK WHITE,EUR 37 // US 5.5
C-E-FBW-6.0,ERA FLAME BLACK WHITE,EUR 38 // US 6
C-E-FBW-6.5,ERA FLAME BLACK WHITE,EUR 38.5 // US 6.5
C-E-FBW-7.0,ERA FLAME BLACK WHITE,EUR 39 // US 7
C-E-FBW-7.5,ERA FLAME BLACK WHITE,EUR 40 // US 7.5
C-E-FBW-8.0,ERA FLAME BLACK WHITE,EUR 40.5 // US 8
C-E-FBW-8.5,ERA FLAME BLACK WHITE,EUR 41 // US 8.5
C-E-FBW-9.0,ERA FLAME BLACK WHITE,EUR 42 // US 9
C-E-FBW-9.5,ERA FLAME BLACK WHITE,EUR 42.5 // US 9.5
C-E-FBW-10.0,ERA FLAME BLACK WHITE,EUR 43 // US 10
C-E-FBW-10.5,ERA FLAME BLACK WHITE,EUR 44 // US 10.5
C-E-FBW-11.0,ERA FLAME BLACK WHITE,EUR 44.5 // US 11
C-E-FBW-11.5,ERA FLAME BLACK WHITE,EUR 45 // US 11.5
C-E-FBW-12.0,ERA FLAME BLACK WHITE,EUR 46 // US 12
C-E-MP-4.0,ERA MEADOW PATCHWORK,EUR 35 // US 4
C-E-MP-4.5,ERA MEADOW PATCHWORK,EUR 36 // US 4.5
C-E-MP-5.0,ERA MEADOW PATCHWORK,EUR 36.5 // US 5
C-E-MP-5.5,ERA MEADOW PATCHWORK,EUR 37 // US 5.5
C-E-MP-6.0,ERA MEADOW PATCHWORK,EUR 38 // US 6
C-E-MP-6.5,ERA MEADOW PATCHWORK,EUR 38.5 // US 6.5
C-E-MP-7.0,ERA MEADOW PATCHWORK,EUR 39 // US 7
C-E-MP-7.5,ERA MEADOW PATCHWORK,EUR 40 // US 7.5
C-E-MP-8.0,ERA MEADOW PATCHWORK,EUR 40.5 // US 8
C-E-MP-8.5,ERA MEADOW PATCHWORK,EUR 41 // US 8.5
C-E-MP-9.0,ERA MEADOW PATCHWORK,EUR 42 // US 9
C-E-MP-9.5,ERA MEADOW PATCHWORK,EUR 42.5 // US 9.5
C-E-MP-10.0,ERA MEADOW PATCHWORK,EUR 43 // US 10
C-E-MP-10.5,ERA MEADOW PATCHWORK,EUR 44 // US 10.5
C-E-MP-11.0,ERA MEADOW PATCHWORK,EUR 44.5 // US 11
C-E-MP-11.5,ERA MEADOW PATCHWORK,EUR 45 // US 11.5
C-E-MP-12.0,ERA MEADOW PATCHWORK,EUR 46 // US 12
C-E-TP-4.0,ERA TIGER PATCHWORK,EUR 35 // US 4
C-E-TP-4.5,ERA TIGER PATCHWORK,EUR 36 // US 4.5
C-E-TP-5.0,ERA TIGER PATCHWORK,EUR 36.5 // US 5
C-E-TP-5.5,ERA TIGER PATCHWORK,EUR 37 // US 5.5
C-E-TP-6.0,ERA TIGER PATCHWORK,EUR 38 // US 6
C-E-TP-6.5,ERA TIGER PATCHWORK,EUR 38.5 // US 6.5
C-E-TP-7.0,ERA TIGER PATCHWORK,EUR 39 // US 7
C-E-TP-7.5,ERA TIGER PATCHWORK,EUR 40 // US 7.5
C-E-TP-8.0,ERA TIGER PATCHWORK,EUR 40.5 // US 8
C-E-TP-8.5,ERA TIGER PATCHWORK,EUR 41 // US 8.5
C-E-TP-9.0,ERA TIGER PATCHWORK,EUR 42 // US 9
C-E-TP-9.5,ERA TIGER PATCHWORK,EUR 42.5 // US 9.5
C-E-TP-10.0,ERA TIGER PATCHWORK,EUR 43 // US 10
C-E-TP-10.5,ERA TIGER PATCHWORK,EUR 44 // US 10.5
C-E-TP-11.0,ERA TIGER PATCHWORK,EUR 44.5 // US 11
C-E-TP-11.5,ERA TIGER PATCHWORK,EUR 45 // US 11.5
C-E-TP-12.0,ERA TIGER PATCHWORK,EUR 46 // US 12
J-OS-BBP-4H,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 35 // US 4H
J-OS-BBP-5,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 36 // US 5
J-OS-BBP-5H,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 37 // US 5H
J-OS-BBP-6,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 38 // US 6
J-OS-BBP-6H,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 39 // US 6H
J-OS-BBP-7,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 40 // US 7
J-OS-BBP-7H,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 40.5 // US 7H
J-OS-BBP-8,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 41 // US 8
J-OS-BBP-8H,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 42 // US 8H
J-OS-BBP-9,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 42.5 // US 9
J-OS-BBP-9H,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 43 // US 9H
J-OS-BBP-10,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 44 // US 10
J-OS-BBP-10H,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 44.5 // US 10H
J-OS-BBP-11,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 45 // US 11
J-OS-BBP-11H,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 46 // US 11H
J-OS-BBP-12,OLD SKOOL BILLYS BLACK PURPLE CHECKERBOARD JAPAN,EUR 47 // US 12
J-OS-BBR-4H,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 35 // US 4H
J-OS-BBR-5,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 36 // US 5
J-OS-BBR-5H,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 37 // US 5H
J-OS-BBR-6,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 38 // US 6
J-OS-BBR-6H,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 39 // US 6H
J-OS-BBR-7,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 40 // US 7
J-OS-BBR-7H,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 40.5 // US 7H
J-OS-BBR-8,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 41 // US 8
J-OS-BBR-8H,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 42 // US 8H
J-OS-BBR-9,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 42.5 // US 9
J-OS-BBR-9H,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 43 // US 9H
J-OS-BBR-10,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 44 // US 10
J-OS-BBR-10H,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 44.5 // US 10H
J-OS-BBR-11,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 45 // US 11
J-OS-BBR-11H,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 46 // US 11H
J-OS-BBR-12,OLD SKOOL BILLYS BLACK RED JAPAN,EUR 47 // US 12
J-OS-BBW-4H,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 35 // US 4H
J-OS-BBW-5,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 36 // US 5
J-OS-BBW-5H,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 37 // US 5H
J-OS-BBW-6,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 38 // US 6
J-OS-BBW-6H,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 39 // US 6H
J-OS-BBW-7,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 40 // US 7
J-OS-BBW-7H,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 40.5 // US 7H
J-OS-BBW-8,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 41 // US 8
J-OS-BBW-8H,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 42 // US 8H
J-OS-BBW-9,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 42.5 // US 9
J-OS-BBW-9H,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 43 // US 9H
J-OS-BBW-10,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 44 // US 10
J-OS-BBW-10H,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 44.5 // US 10H
J-OS-BBW-11,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 45 // US 11
J-OS-BBW-11H,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 46 // US 11H
J-OS-BBW-12,OLD SKOOL BILLYS BLACK WHITE CHECKERBOARD JAPAN,EUR 47 // US 12
C-OS-BB-4.0,OLD SKOOL BLACK BLACK,EUR 35 // US 4
C-OS-BB-4.5,OLD SKOOL BLACK BLACK,EUR 36 // US 4.5
C-OS-BB-5.0,OLD SKOOL BLACK BLACK,EUR 36.5 // US 5
C-OS-BB-5.5,OLD SKOOL BLACK BLACK,EUR 37 // US 5.5
C-OS-BB-6.0,OLD SKOOL BLACK BLACK,EUR 38 // US 6
C-OS-BB-6.5,OLD SKOOL BLACK BLACK,EUR 38.5 // US 6.5
C-OS-BB-7.0,OLD SKOOL BLACK BLACK,EUR 39 // US 7
C-OS-BB-7.5,OLD SKOOL BLACK BLACK,EUR 40 // US 7.5
C-OS-BB-8.0,OLD SKOOL BLACK BLACK,EUR 40.5 // US 8
C-OS-BB-8.5,OLD SKOOL BLACK BLACK,EUR 41 // US 8.5
C-OS-BB-9.0,OLD SKOOL BLACK BLACK,EUR 42 // US 9
C-OS-BB-9.5,OLD SKOOL BLACK BLACK,EUR 42.5 // US 9.5
C-OS-BB-10.0,OLD SKOOL BLACK BLACK,EUR 43 // US 10
C-OS-BB-10.5,OLD SKOOL BLACK BLACK,EUR 44 // US 10.5
C-OS-BB-11.0,OLD SKOOL BLACK BLACK,EUR 44.5 // US 11
C-OS-BB-11.5,OLD SKOOL BLACK BLACK,EUR 45 // US 11.5
C-OS-BB-12.0,OLD SKOOL BLACK BLACK,EUR 46 // US 12
C-OS-BW-4.0,OLD SKOOL BLACK WHITE,EUR 35 // US 4
C-OS-BW-4.5,OLD SKOOL BLACK WHITE,EUR 36 // US 4.5
C-OS-BW-5.0,OLD SKOOL BLACK WHITE,EUR 36.5 // US 5
C-OS-BW-5.5,OLD SKOOL BLACK WHITE,EUR 37 // US 5.5
C-OS-BW-6.0,OLD SKOOL BLACK WHITE,EUR 38 // US 6
C-OS-BW-6.5,OLD SKOOL BLACK WHITE,EUR 38.5 // US 6.5
C-OS-BW-7.0,OLD SKOOL BLACK WHITE,EUR 39 // US 7
C-OS-BW-7.5,OLD SKOOL BLACK WHITE,EUR 40 // US 7.5
C-OS-BW-8.0,OLD SKOOL BLACK WHITE,EUR 40.5 // US 8
C-OS-BW-8.5,OLD SKOOL BLACK WHITE,EUR 41 // US 8.5
C-OS-BW-9.0,OLD SKOOL BLACK WHITE,EUR 42 // US 9
C-OS-BW-9.5,OLD SKOOL BLACK WHITE,EUR 42.5 // US 9.5
C-OS-BW-10.0,OLD SKOOL BLACK WHITE,EUR 43 // US 10
C-OS-BW-10.5,OLD SKOOL BLACK WHITE,EUR 44 // US 10.5
C-OS-BW-11.0,OLD SKOOL BLACK WHITE,EUR 44.5 // US 11
C-OS-BW-11.5,OLD SKOOL BLACK WHITE,EUR 45 // US 11.5
C-OS-BW-12.0,OLD SKOOL BLACK WHITE,EUR 46 // US 12
C-OS-BW-13.0,OLD SKOOL BLACK WHITE,EUR 47 // US 13
J-OS-BW-4H,OLD SKOOL BLACK WHITE JAPAN,EUR 35 // US 4H
J-OS-BW-5,OLD SKOOL BLACK WHITE JAPAN,EUR 36 // US 5
J-OS-BW-5H,OLD SKOOL BLACK WHITE JAPAN,EUR 37 // US 5H
J-OS-BW-6,OLD SKOOL BLACK WHITE JAPAN,EUR 38 // US 6
J-OS-BW-6H,OLD SKOOL BLACK WHITE JAPAN,EUR 39 // US 6H
J-OS-BW-7,OLD SKOOL BLACK WHITE JAPAN,EUR 40 // US 7
J-OS-BW-7H,OLD SKOOL BLACK WHITE JAPAN,EUR 40.5 // US 7H
J-OS-BW-8,OLD SKOOL BLACK WHITE JAPAN,EUR 41 // US 8
J-OS-BW-8H,OLD SKOOL BLACK WHITE JAPAN,EUR 42 // US 8H
J-OS-BW-9,OLD SKOOL BLACK WHITE JAPAN,EUR 42.5 // US 9
J-OS-BW-9H,OLD SKOOL BLACK WHITE JAPAN,EUR 43 // US 9H
J-OS-BW-10,OLD SKOOL BLACK WHITE JAPAN,EUR 44 // US 10
J-OS-BW-10H,OLD SKOOL BLACK WHITE JAPAN,EUR 44.5 // US 10H
J-OS-BW-11,OLD SKOOL BLACK WHITE JAPAN,EUR 45 // US 11
J-OS-BW-11H,OLD SKOOL BLACK WHITE JAPAN,EUR 46 // US 11H
J-OS-BW-12,OLD SKOOL BLACK WHITE JAPAN,EUR 47 // US 12
L-OS-BW-4.0,OLD SKOOL BLACK WHITE LITE,EUR 35 // US 4
L-OS-BW-4.5,OLD SKOOL BLACK WHITE LITE,EUR 36 // US 4.5
L-OS-BW-5.0,OLD SKOOL BLACK WHITE LITE,EUR 36.5 // US 5
L-OS-BW-5.5,OLD SKOOL BLACK WHITE LITE,EUR 37 // US 5.5
L-OS-BW-6.0,OLD SKOOL BLACK WHITE LITE,EUR 38 // US 6
L-OS-BW-6.5,OLD SKOOL BLACK WHITE LITE,EUR 38.5 // US 6.5
L-OS-BW-7.0,OLD SKOOL BLACK WHITE LITE,EUR 39 // US 7
L-OS-BW-7.5,OLD SKOOL BLACK WHITE LITE,EUR 40 // US 7.5
L-OS-BW-8.0,OLD SKOOL BLACK WHITE LITE,EUR 40.5 // US 8
L-OS-BW-8.5,OLD SKOOL BLACK WHITE LITE,EUR 41 // US 8.5
L-OS-BW-9.0,OLD SKOOL BLACK WHITE LITE,EUR 42 // US 9
L-OS-BW-9.5,OLD SKOOL BLACK WHITE LITE,EUR 42.5 // US 9.5
L-OS-BW-10.0,OLD SKOOL BLACK WHITE LITE,EUR 43 // US 10
L-OS-BW-10.5,OLD SKOOL BLACK WHITE LITE,EUR 44 // US 10.5
L-OS-BW-11.0,OLD SKOOL BLACK WHITE LITE,EUR 44.5 // US 11
L-OS-BW-11.5,OLD SKOOL BLACK WHITE LITE,EUR 45 // US 11.5
L-OS-BW-12.0,OLD SKOOL BLACK WHITE LITE,EUR 46 // US 12
C-OS-BR-4.0,OLD SKOOL BRICK RED,EUR 35 // US 4
C-OS-BR-4.5,OLD SKOOL BRICK RED,EUR 36 // US 4.5
C-OS-BR-5.0,OLD SKOOL BRICK RED,EUR 36.5 // US 5
C-OS-BR-5.5,OLD SKOOL BRICK RED,EUR 37 // US 5.5
C-OS-BR-6.0,OLD SKOOL BRICK RED,EUR 38 // US 6
C-OS-BR-6.5,OLD SKOOL BRICK RED,EUR 38.5 // US 6.5
C-OS-BR-7.0,OLD SKOOL BRICK RED,EUR 39 // US 7
C-OS-BR-7.5,OLD SKOOL BRICK RED,EUR 40 // US 7.5
C-OS-BR-8.0,OLD SKOOL BRICK RED,EUR 40.5 // US 8
C-OS-BR-8.5,OLD SKOOL BRICK RED,EUR 41 // US 8.5
C-OS-BR-9.0,OLD SKOOL BRICK RED,EUR 42 // US 9
C-OS-BR-9.5,OLD SKOOL BRICK RED,EUR 42.5 // US 9.5
C-OS-BR-10.0,OLD SKOOL BRICK RED,EUR 43 // US 10
C-OS-BR-10.5,OLD SKOOL BRICK RED,EUR 44 // US 10.5
C-OS-BR-11.0,OLD SKOOL BRICK RED,EUR 44.5 // US 11
C-OS-BR-11.5,OLD SKOOL BRICK RED,EUR 45 // US 11.5
C-OS-BR-12.0,OLD SKOOL BRICK RED,EUR 46 // US 12
C-OS-C-4.0,OLD SKOOL CAMO,EUR 35 // US 4
C-OS-C-4.5,OLD SKOOL CAMO,EUR 36 // US 4.5
C-OS-C-5.0,OLD SKOOL CAMO,EUR 36.5 // US 5
C-OS-C-5.5,OLD SKOOL CAMO,EUR 37 // US 5.5
C-OS-C-6.0,OLD SKOOL CAMO,EUR 38 // US 6
C-OS-C-6.5,OLD SKOOL CAMO,EUR 38.5 // US 6.5
C-OS-C-7.0,OLD SKOOL CAMO,EUR 39 // US 7
C-OS-C-7.5,OLD SKOOL CAMO,EUR 40 // US 7.5
C-OS-C-8.0,OLD SKOOL CAMO,EUR 40.5 // US 8
C-OS-C-8.5,OLD SKOOL CAMO,EUR 41 // US 8.5
C-OS-C-9.0,OLD SKOOL CAMO,EUR 42 // US 9
C-OS-C-9.5,OLD SKOOL CAMO,EUR 42.5 // US 9.5
